20 1 46 0.436517
20 1 47 0.436569
20 1 46 0.436775
20 2 43 0.43682
20 1 45 0.437038
20 1 47 0.437065
20 1 45 0.437304
20 2 46 0.43739
20 1 48 0.437681
20 2 46 0.437858
20 1 45 0.43788
20 1 47 0.43814
20 1 47 0.438201
20 1 46 0.438541
20 2 48 0.438627
20 1 45 0.438921
20 1 47 0.438942
20 1 47 0.439291
20 2 47 0.439423
20 1 47 0.439812
20 1 43 0.440431
20 1 49 0.440467
20 1 44 0.440841
20 1 45 0.440939
20 1 46 0.441404
20 1 45 0.441441
20 1 44 0.442442
20 2 45 0.442479
20 4 45 0.443361
20 1 44 0.443407
20 1 47 0.444671
20 1 47 0.444729
20 1 47 0.446165
20 1 46 0.446299
20 2 45 0.447875
20 1 45 0.44797
20 1 46 0.449822
20 2 46 0.450031
20 2 47 0.451487
20 1 46 0.451637
20 1 45 0.453529
20 1 45 0.453672
20 1 46 0.455313
20 1 45 0.455585
20 1 47 0.457232
20 1 46 0.457437
20 1 47 0.459322
20 2 44 0.461081
20 1 44 0.461194
20 1 47 0.462751
20 1 47 0.462907
20 1 46 0.464593
20 1 43 0.464645
20 3 43 0.465936
20 1 44 0.466
20 2 46 0.467264
20 1 45 0.467374
20 1 44 0.469371
20 1 46 0.469438
20 1 43 0.470622
20 1 44 0.470665
20 1 47 0.472161
20 2 43 0.472241
20 1 44 0.473495
20 1 45 0.473522
20 1 46 0.474626
20 1 47 0.47465
20 1 44 0.476302
20 1 48 0.477795
20 2 43 0.477865
20 1 48 0.479515
20 1 46 0.479542
20 1 45 0.480836
20 1 44 0.482107
20 1 47 0.482184
20 1 47 0.48379
20 1 46 0.483943
20 8 45 0.48483
20 1 47 0.484974
20 1 47 0.485769
20 1 45 0.486004
20 1 46 0.486895
20 1 45 0.487029
20 1 47 0.4878
20 1 46 0.487952
20 1 46 0.488695
20 1 44 0.488946
20 1 45 0.489824
20 1 46 0.489958
20 1 46 0.490814
20 1 46 0.4909
20 1 44 0.4919
20 1 47 0.492031
20 1 47 0.492673
20 1 44 0.492795
20 1 44 0.493776
20 1 47 0.49444
20 1 45 0.494541
20 1 49 0.495372
20 1 48 0.49547
20 1 44 0.496121
20 1 47 0.496216
20 1 47 0.496998
20 2 46 0.497059
20 1 47 0.49786
20 1 45 0.497961
20 1 44 0.498805
20 1 45 0.498897
20 1 44 0.499602
20 1 44 0.499719
20 1 44 0.500422
20 1 43 0.500532
20 1 45 0.501394
20 1 44 0.501452
20 1 47 0.502942
20 1 45 0.503504
20 1 46 0.503577
20 1 44 0.50416
20 1 44 0.50424
20 1 45 0.50508
20 1 46 0.505187
20 1 46 0.505481
20 1 43 0.505591
20 2 46 0.505945
20 1 44 0.505988
20 1 43 0.50637
20 1 47 0.50641
20 1 47 0.506816
20 1 44 0.50711
20 1 45 0.507146
20 1 47 0.507409
20 2 46 0.507488
20 1 45 0.507656
20 1 47 0.50769
20 1 48 0.50787
20 1 44 0.507891
20 1 47 0.508105
20 1 46 0.508154
20 1 45 0.508444
20 1 47 0.508499
20 1 45 0.508808
20 1 45 0.508884
20 1 46 0.509144
20 1 46 0.509211
20 1 44 0.509517
20 1 46 0.50955
20 1 46 0.509933
20 1 47 0.509966
20 1 44 0.510195
20 1 44 0.51025
20 1 46 0.510553
20 5 46 0.510629
20 1 47 0.510849
20 1 46 0.510925
20 1 45 0.511271
20 1 46 0.511491
20 2 43 0.511561
20 1 47 0.5118
20 1 43 0.511996
20 1 44 0.512286
20 1 45 0.512445
20 1 44 0.512686
20 2 47 0.512946
20 1 43 0.513044
20 1 44 0.513285
20 1 46 0.513389
20 1 44 0.513643
20 1 44 0.513756
20 1 44 0.514003
20 1 46 0.514086
20 1 47 0.514257
20 1 45 0.514394
20 1 46 0.51455
20 1 44 0.514731
20 1 47 0.514985
20 1 46 0.515113
20 1 47 0.515379
20 1 44 0.515476
20 1 44 0.515608
20 1 47 0.515754
20 1 46 0.515999
20 2 45 0.516087
20 1 44 0.516353
20 7 46 0.516724
20 3 46 0.517189
20 5 46 0.517498
20 1 46 0.517602
20 4 46 0.517982
20 1 44 0.518275
20 1 43 0.518404
20 1 45 0.518654
20 1 47 0.518712
20 1 45 0.518984
20 1 44 0.519165
20 1 44 0.519409
20 1 46 0.519491
20 1 44 0.519834
20 1 47 0.519901
20 1 44 0.520151
20 1 45 0.520231
20 1 47 0.52038
20 1 44 0.52042
20 1 47 0.520579
20 1 47 0.520925
20 1 47 0.521068
20 1 44 0.52139
20 1 44 0.521454
20 1 44 0.521781
20 1 46 0.521842
20 1 44 0.521973
20 1 44 0.522004
20 1 45 0.522209
20 1 47 0.522328
20 2 45 0.52252
20 1 46 0.522554
20 1 44 0.522679
20 1 47 0.522768
20 7 46 0.523144
20 1 47 0.523309
20 1 46 0.52367
20 1 45 0.523887
20 2 43 0.524052
20 1 45 0.52419
20 1 47 0.5246
20 1 47 0.524686
20 2 44 0.524765
20 5 47 0.525007
20 1 45 0.52508
20 2 45 0.525334
20 1 47 0.525511
20 2 45 0.52563
20 5 46 0.525759
20 1 45 0.525817
20 1 43 0.525908
20 1 45 0.526003
20 1 45 0.526098
20 1 45 0.526192
20 1 46 0.526278
20 1 46 0.526421
20 1 46 0.526513
20 1 44 0.526604
20 2 45 0.52688
20 1 44 0.526965
20 1 45 0.527035
20 1 45 0.527185
20 1 45 0.52728
20 1 46 0.52746
20 2 46 0.527588
20 1 46 0.527664
20 1 44 0.527722
20 1 46 0.527884
20 1 46 0.527939
20 5 46 0.528
20 1 44 0.528092
20 1 45 0.528536
20 1 45 0.528655
20 1 46 0.528961
20 1 44 0.529188
20 1 46 0.52934
20 1 46 0.529377
20 1 44 0.529523
20 1 44 0.529609
20 1 44 0.529728
20 1 44 0.529755
20 1 45 0.529984
20 2 45 0.530061
20 2 46 0.53021
20 1 44 0.530299
20 1 44 0.530415
20 1 44 0.530445
20 6 43 0.530699
20 1 43 0.53084
20 1 45 0.530971
20 1 44 0.53113
20 1 45 0.531353
20 1 47 0.531445
20 4 46 0.531778
20 1 43 0.532014
20 1 46 0.532072
20 1 44 0.532221
20 2 43 0.532267
20 1 44 0.532441
20 1 44 0.532478
20 1 45 0.532587
20 2 45 0.532618
20 1 47 0.532737
20 1 45 0.532779
20 1 47 0.532865
20 4 44 0.532907
20 1 46 0.533072
20 1 46 0.53314
20 1 44 0.533412
20 1 47 0.53347
20 1 45 0.533671
20 1 47 0.533763
20 1 46 0.533891
20 1 47 0.534139
20 1 44 0.534194
20 1 46 0.534267
20 1 45 0.534341
20 1 45 0.534506
20 4 46 0.534667
20 3 45 0.534845
20 1 47 0.534888
20 1 45 0.535123
20 9 46 0.535558
20 1 45 0.53568
20 1 45 0.535851
20 1 44 0.536194
20 1 44 0.536359
20 1 46 0.536435
20 1 45 0.536557
20 1 46 0.536624
20 1 47 0.536759
20 1 45 0.536777
20 2 43 0.536911
20 3 45 0.537037
20 2 46 0.537094
20 1 44 0.537113
20 1 44 0.537262
20 3 45 0.537284
20 1 45 0.53743
20 1 43 0.537488
20 1 46 0.537555
20 1 45 0.537601
20 1 47 0.537677
20 1 45 0.537699
20 1 46 0.537925
20 1 45 0.537983
20 1 44 0.538068
20 1 47 0.538096
20 1 45 0.538276
20 1 44 0.538355
20 1 48 0.538432
20 1 44 0.538707
20 7 47 0.5389
20 1 45 0.538967
20 1 46 0.539007
20 2 46 0.539138
20 1 45 0.539315
20 3 46 0.539505
20 1 46 0.539578
20 4 47 0.539746
20 1 46 0.539786
20 1 46 0.539862
20 1 45 0.539889
20 5 47 0.539956
20 2 44 0.53999
20 1 47 0.540103
20 1 44 0.540201
20 1 45 0.540277
20 1 45 0.540304
